indicator_abbr,indicator_name_x,setting,iso3,year,source,dimension,subgroup_order,subgroup,age_standardized,estimate,ci_lb,ci_ub,se,survey_population,note,indicator_scale,ordered_dimension,reference_subgroup,source_link,date_downloaded,countryprofile,Category,Short name,indicator_name_y,Sex,Age range,life-course stage,socio-eco
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 16-64, sex: female",5,INCOME_Q5_HIGHEST,,46.02,36.94,54.73,9.77,129.0,,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 16-64, sex: male",1,INCOME_Q1_LOWEST,,67.03,53.68,80.08,12.11,53.0,,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 16-64, sex: male",2,INCOME_Q2_SECOND_LOWEST,,58.85,45.68,71.45,15.29,61.0,,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 16-64, sex: male",3,INCOME_Q3_MIDDLE,,40.38,27.58,55.83,13.86,51.0,,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 16-64, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,40.88,27.56,54.18,11.63,57.0,,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 16-64, sex: male",5,INCOME_Q5_HIGHEST,,26.15,16.7,38.1,8.83,72.0,,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 65+, sex: female",1,INCOME_Q1_LOWEST,,,,,,43.0,Estimate suppressed due to small sample size,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 65+, sex: female",2,INCOME_Q2_SECOND_LOWEST,,,,,,38.0,Estimate suppressed due to small sample size,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 65+, sex: female",3,INCOME_Q3_MIDDLE,,,,,,41.0,Estimate suppressed due to small sample size,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 65+, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,,,,,35.0,Estimate suppressed due to small sample size,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Armenia,ARM,2021,WVS,"By income quintile, age: 65+, sex: female",5,INCOME_Q5_HIGHEST,,,,,,26.0,Estimate suppressed due to small sample size,100,1,0,https://www.worldvaluessurvey.org/wvs.jsp,01/06/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",1,INCOME_Q1_LOWEST,,34.41,30.68,38.27,5.14,625.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",2,INCOME_Q2_SECOND_LOWEST,,29.05,25.75,32.47,4.05,727.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",3,INCOME_Q3_MIDDLE,,27.51,24.41,30.74,4.0,793.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,24.05,21.22,26.93,3.88,892.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",5,INCOME_Q5_HIGHEST,,14.27,12.17,16.65,2.66,979.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",1,INCOME_Q1_LOWEST,,31.41,27.42,35.81,5.39,492.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",2,INCOME_Q2_SECOND_LOWEST,,29.13,25.56,32.98,4.35,600.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",3,INCOME_Q3_MIDDLE,,25.98,22.93,29.29,4.04,761.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,18.54,15.92,21.27,3.27,844.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",5,INCOME_Q5_HIGHEST,,16.24,14.0,18.72,3.04,978.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",1,INCOME_Q1_LOWEST,,64.08,59.14,68.64,4.54,411.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",2,INCOME_Q2_SECOND_LOWEST,,51.53,46.63,56.51,4.5,411.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",3,INCOME_Q3_MIDDLE,,53.66,47.73,59.82,6.03,275.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,51.16,44.48,57.62,5.63,235.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",5,INCOME_Q5_HIGHEST,,38.63,32.24,45.25,5.86,228.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",1,INCOME_Q1_LOWEST,,64.82,58.23,71.31,6.33,217.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",2,INCOME_Q2_SECOND_LOWEST,,60.98,55.41,66.4,5.02,318.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",3,INCOME_Q3_MIDDLE,,53.38,47.01,59.63,5.9,253.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,49.28,42.8,55.94,6.01,235.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Austria,AUT,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",5,INCOME_Q5_HIGHEST,,32.66,26.99,38.79,5.35,257.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",1,INCOME_Q1_LOWEST,,32.33,29.1,35.59,4.44,824.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",2,INCOME_Q2_SECOND_LOWEST,,30.53,27.26,33.84,4.26,781.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",3,INCOME_Q3_MIDDLE,,21.51,18.81,24.41,3.79,860.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,15.38,13.02,17.95,3.11,859.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",5,INCOME_Q5_HIGHEST,,14.13,12.03,16.45,2.95,998.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",1,INCOME_Q1_LOWEST,,33.37,29.87,37.03,4.81,692.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",2,INCOME_Q2_SECOND_LOWEST,,20.86,17.85,24.12,4.12,676.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",3,INCOME_Q3_MIDDLE,,15.93,13.52,18.53,3.09,855.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,9.16,7.36,11.31,2.41,870.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: male",5,INCOME_Q5_HIGHEST,,9.43,7.73,11.33,2.21,1062.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,16-64,Working age,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",1,INCOME_Q1_LOWEST,,50.79,46.43,55.06,4.33,536.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",2,INCOME_Q2_SECOND_LOWEST,,46.55,42.25,50.87,4.25,535.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",3,INCOME_Q3_MIDDLE,,37.61,32.29,42.85,5.21,339.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",4,INCOME_Q4_SECOND_HIGHEST,,30.72,24.2,37.79,6.58,189.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: female",5,INCOME_Q5_HIGHEST,,33.56,25.7,41.66,7.61,144.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",1,INCOME_Q1_LOWEST,,47.67,42.69,52.78,4.86,394.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",2,INCOME_Q2_SECOND_LOWEST,,42.87,38.23,47.71,4.52,438.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",3,INCOME_Q3_MIDDLE,,39.7,34.4,45.41,5.33,319.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",4,INCOME_Q4_SECOND_HIGHEST,,25.0,18.75,31.82,6.03,181.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Belgium,BEL,2023,EUSILC_MICRO,"By income quintile, age: 65+, sex: male",5,INCOME_Q5_HIGHEST,,21.84,16.16,28.26,5.9,193.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,male,65+,Elderly,By income quintile
s1_001,Percentage of adults reporting poor or fair health,Bulgaria,BGR,2023,EUSILC_MICRO,"By income quintile, age: 16-64, sex: female",1,INCOME_Q1_LOWEST,,26.33,23.36,29.44,3.67,836.0,,100,1,0,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-income-and-living-conditions,15/10/2024,1.0,Health status / Well-being,Adult self-reported health,Percentage of adults reporting poor or fair health,female,16-64,Working age,By income quintile
